FCS.E4R1.16S_Stalk	ECI.E3R3.16S_Stalk	FFO.E2R2.16S_Leaf	ECM.E2R2.16S_Stalk	FCM.E4R2.16S_Stalk	EFO.E2R1.16S_Leaf	FCI.E3R2.16S_Stalk	ECI.E2R2.16S_Stalk	RZO.E4R3.16S_Root	FCM.E1R2.16S_Stalk	EPE.E3R2.16S_Root	ERA.E4R2.16S_Root	FCS.E2R3.16S_Stalk	FCI.E2R2.16S_Stalk	FCM.E1R3.16S_Stalk	FFO.E4R1.16S_Leaf	FCS.E3R3.16S_Stalk	EFO.E4R1.16S_Leaf	FFO.E3R1.16S_Leaf	FCS.E3R2.16S_Stalk	FCI.E1R3.16S_Stalk	FFO.E3R2.16S_Leaf	EFO.E4R3.16S_Leaf	EPE.E1R1.16S_Root	FCS.E1R3.16S_Stalk	EPE.E2R3.16S_Root	RZO.E3R1.16S_Root	EFO.E1R1.16S_Leaf	ECM.E4R1.16S_Stalk	FCM.E2R3.16S_Stalk	RZO.E4R1.16S_Root	EPE.E2R1.16S_Root	FCM.E3R2.16S_Stalk	FCI.E4R1.16S_Stalk	ECS.E1R1.16S_Stalk	ECM.E2R3.16S_Stalk	ECM.E4R3.16S_Stalk	ECM.E3R1.16S_Stalk	RZO.E4R2.16S_Root	FCM.E3R3.16S_Stalk	FFO.E4R3.16S_Leaf	RZO.E1R1.16S_Root	EPE.E4R2.16S_Root	EFO.E1R2.16S_Leaf	ECI.E3R1.16S_Stalk	FCS.E3R1.16S_Stalk	EFO.E2R2.16S_Leaf	EFO.E1R3.16S_Leaf	FCS.E1R1.16S_Stalk	FCI.E2R1.16S_Stalk	RZO.E2R1.16S_Root	FFO.E3R3.16S_Leaf	FCM.E1R1.16S_Stalk	EFO.E4R2.16S_Leaf	ECM.E2R1.16S_Stalk	FCS.E2R1.16S_Stalk	FCI.E3R3.16S_Stalk	RZO.BK2.16S_Root	RZO.E3R2.16S_Root	FCS.E2R2.16S_Stalk	RZO.BK3.16S_Root	RZO.E2R3.16S_Root	RZO.E3R3.16S_Root	ECS.E1R2.16S_Stalk	ERA.E2R2.16S_Root	EPE.E4R3.16S_Root	ECS.E2R3.16S_Stalk	ECM.E1R2.16S_Stalk	FCI.E1R2.16S_Stalk	ECS.E1R3.16S_Stalk	EFO.E3R1.16S_Leaf	ERA.E3R2.16S_Root	EPE.E1R2.16S_Root	RZO.E1R3.16S_Root	ECM.E4R2.16S_Stalk	EPE.E4R1.16S_Root	ECI.E1R2.16S_Stalk	RZO.BK4.16S_Root	FCM.E2R1.16S_Stalk	ERA.E4R1.16S_Root	FCI.E4R2.16S_Stalk	FFO.E4R2.16S_Leaf	ERA.E2R1.16S_Root	FCM.E4R3.16S_Stalk	FCS.E1R2.16S_Stalk	ECI.E4R2.16S_Stalk	ERA.E2R3.16S_Root	ECI.E1R1.16S_Stalk	EPE.E3R3.16S_Root	ECI.E2R3.16S_Stalk	EFO.E3R3.16S_Leaf	ECM.E1R3.16S_Stalk	RZO.E1R2.16S_Root	ECM.E1R1.16S_Stalk	FCI.E2R3.16S_Stalk	FCM.E4R1.16S_Stalk	FCI.E1R1.16S_Stalk	ERA.E1R1.16S_Root	FCI.E3R1.16S_Stalk	ERA.E3R1.16S_Root	EFO.E3R2.16S_Leaf	ERA.E3R3.16S_Root	ECI.E3R2.16S_Stalk	ECI.E4R3.16S_Stalk	FCM.E2R2.16S_Stalk	ECS.E2R1.16S_Stalk	ECS.E3R1.16S_Stalk	ECM.E3R3.16S_Stalk	ERA.E1R3.16S_Root	RZO.BK1.16S_Root	ECI.E1R3.16S_Stalk	ERA.E4R3.16S_Root	FCM.E3R1.16S_Stalk	FCS.E4R3.16S_Stalk	ECS.E2R2.16S_Stalk	EPE.E1R3.16S_Root	ERA.E1R2.16S_Root	EPE.E2R2.16S_Root	EFO.E2R3.16S_Leaf	FCI.E4R3.16S_Stalk	EPE.E3R1.16S_Root	RZO.E2R2.16S_Root	ECS.E4R2.16S_Stalk	ECI.E4R1.16S_Stalk	FCS.E4R2.16S_Stalk	FFO.E2R3.16S_Leaf	ECM.E3R2.16S_Stalk
OTU_435	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7404	0	0	1	2	0	0	0	0	0	0	14	0	0	0	0	1	0	0	0	5212	0	0	0	1	1	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	3633	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_5925	0	0	0	1	0	0	0	1	25	0	3	49	0	0	0	5	0	0	1	0	1	0	0	39	0	3	18	33	2	0	21	0	0	0	2	4	4	1	47	0	6	62	186	6	7	0	2	0	0	0	8	0	0	1	3	0	0	0	2	0	0	14	7	152	5	17	5	350	50	6	0	35	80	54	0	18	115	0	1	46	0	0	37	0	0	2	14	1	12	11	0	7	171	1	0	0	26	166	0	35	0	19	0	2	0	14	36	1	92	1	9	27	0	0	0	2	226	55	0	0	179	10	0	8	0	0	0
OTU_8031	0	0	0	1	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	2	0	0	17	0	0	1	0	0	0	3	2	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	2	1	3	0	0	0	0	0	45	0	0	0	3	2	0	0	0	0	0	45	0	0	19	0	12	0	4	0	6	2	1	0	0	1	0	0	0	3	0	2	0	0	0	24	0	1	0	1	7	0	25	0	32	0	0	0	1	0	0	12	19	0	10	0	0	0	10	1	0	0	0	24	3	0	0	0	0	0
OTU_6957	0	0	0	3	0	0	0	0	1	0	150	112	0	3	0	0	0	0	0	0	7	0	0	436	0	7	6	0	0	0	14	4	0	0	0	1	1	0	2	0	0	6	17	0	0	0	0	0	0	9	1	0	0	0	0	0	1	721	1	2	0	16	9	4	18	13	0	21	212	3	0	112	977	11	0	45	0	229	5	14	0	1	10	0	0	15	40	0	8	2	0	1	19	0	9	0	2	56	0	139	0	223	0	3	0	0	0	0	65	208	0	122	0	0	1	34	39	152	0	2	204	5	0	0	0	0	0
OTU_4059	0	0	0	1	1	0	0	0	235	1	102	15	0	0	0	0	0	0	0	0	2	0	0	35	0	228	4	0	0	0	28	214	0	0	0	0	0	0	9	0	3	2	532	0	0	0	0	1	0	6	0	0	107	0	0	0	0	89	2	0	0	14	21	0	31	1312	0	1	24	6	0	87	14	4	0	1098	0	1	5	8	0	0	2	0	1	38	15	0	180	0	0	3	10	0	1	1	25	16	0	16	0	14	0	4	0	0	0	0	17	113	0	53	0	0	0	57	3	996	0	0	61	132	0	0	0	0	0
OTU_10673	0	0	0	1	2	0	50	6	0	2	0	0	0	2	3	6	6	0	1	0	17	0	0	0	0	7	0	0	17	0	0	0	5	0	0	4	1	3	0	27	6	0	2	1	2	2	1	0	5	1	0	0	1	16	11	0	1	0	0	0	0	0	0	1	0	3	2	16	1	0	0	1	1	0	5	0	4	1	0	0	1	0	0	1	5	2	0	22	1	3	0	9	0	5	2	0	11	0	0	0	0	0	0	3	0	2	1	2	0	2	0	0	2	0	0	0	0	2	0	0	0	0	3	1	0	1	5
OTU_3779	0	0	0	9	1472	0	6	0	2838	1	0	25	2	29	1	0	16	0	0	2	10	1	0	5	0	0	133	0	2	2	1743	0	5	147	0	0	0	0	20	11	0	146	147	0	117	0	0	0	0	5	37	0	2	0	20	0	1663	0	444	151	0	606	37	14	1329	6	22	0	29	9	0	1648	9	329	0	20	34	64	5	1371	13	0	43	353	0	0	560	0	0	379	0	0	1525	0	1	1051	134	222	774	132	0	111	0	29	2808	0	0	0	210	673	0	888	1	3	21	0	573	0	8	2	0	1279	0	8	1	0	0
OTU_5618	0	0	0	3	0	0	0	1	0	0	16	6	0	0	0	0	0	0	0	0	8	0	0	860	0	133	112	0	0	0	6	388	0	0	0	0	0	0	4	0	0	107	79	0	0	0	0	0	0	37	49	0	0	0	0	0	1	0	32	0	0	67	6	0	24	7	0	0	300	1	0	102	2521	104	0	0	2	0	6	13	0	0	39	0	0	1	265	0	37	0	0	0	286	0	52	0	37	54	0	144	0	32	0	0	0	0	0	0	129	0	0	3	0	0	0	745	79	1497	1	0	736	17	0	0	0	0	0
OTU_8890	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	30	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	102	0	0	0	0	1	0	0	1	275	45	0	1	26	1	1	45	0	0	5	0	0	0	3	0	0	1	0	0	0	2	0	38	5	0	0	0	59	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	1	0	0	0	0	0
OTU_6843	0	0	0	2	12	0	0	0	8	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	14	0	0	0	0	0	0	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	66	6	0	7	0	2	0	2	0	0	8	0	42	0	2	0	5	0	10	0	0	0	36	0	0	1	0	0	40	0	0	145	0	0	92	1	27	3	11	0	7	0	3	267	0	0	0	26	67	0	90	0	0	3	0	3	0	0	1	0	137	0	0	0	0	0
OTU_7588	0	0	0	1	5	0	10	0	19	2	1	40	1	5	0	9	0	0	1	2	71	0	0	62	2	1	4	3	0	0	106	1	0	18	0	0	0	0	5	0	14	16	15	0	1	3	0	0	1	3	14	2	0	0	1	0	4	18	6	7	0	32	24	8	6	4	0	11	82	5	0	55	24	109	0	7	2	15	1	26	1	0	13	11	2	2	23	1	5	1	0	2	248	0	25	8	19	33	7	18	0	39	0	0	31	1	2	0	72	21	2	24	6	1	0	40	17	10	1	6	24	40	0	0	1	0	0
OTU_3888	0	0	0	2	13	0	0	0	195	0	2	117	0	3	0	0	0	0	0	0	10	0	0	1	0	0	6	0	4	1	191	0	0	1	0	2	0	0	3	0	14	10	36	0	1	0	0	0	0	13	19	0	1	0	0	0	6	643	58	0	0	27	22	0	114	31	0	0	171	0	0	202	0	55	0	13	2	516	10	199	0	0	83	2	0	0	73	0	4	15	0	0	37	0	133	10	38	44	3	65	0	242	0	5	0	0	0	0	74	2574	0	724	0	1	0	22	48	1	0	0	1	60	0	0	0	0	0
OTU_8338	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	256	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	1	0	0	0	0	0	0	0	0	0	435	1	0	0	2	0	0	0	0	0	0	0	0	0	0	531	0	0	0	0	107	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0
OTU_13136	0	0	0	5	0	0	2	0	7	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	161	0	158	45	0	0	1	0	0	94	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	2	0	0	0	0	0	3	1	0	0	0	7	245	0	0	14	0	5	0	2	0	0	0	2	1	0	0	1	0	0	3	0	0	0	0	3878	1	0	0	0	1	3	0	23	225	6	0	0	0	0	0	1	0	3	0	0	0	0	0
OTU_1024	0	0	0	1	0	0	2	0	22	0	0	27	0	1	0	0	0	0	0	0	16	0	0	11	15	4	75	0	0	0	43	22	0	0	0	0	0	0	36	0	0	20	12	0	0	0	0	0	0	1	255	0	0	0	0	0	0	140	41	0	0	99	141	0	14	0	0	0	25	0	0	119	9	37	0	0	2	113	0	14	0	0	26	0	0	1	43	0	3	0	0	0	48	0	81	0	21	9	0	22	0	100	0	0	0	0	3	0	29	8897	0	22	0	0	0	40	17	27	0	0	27	211	0	1	0	0	0
OTU_2487	0	0	0	1	0	1	0	3	0	0	1	0	0	0	0	0	0	0	1	0	55	0	0	43	0	0	2	4	0	0	2	0	0	0	0	0	2	0	0	0	0	11	5	2	0	0	0	0	0	3	9	0	0	0	0	0	0	0	0	36	0	13	2	6	7	0	0	14	7	3	0	1	102	4	0	2	2	0	1	1	0	0	21	0	0	0	13	0	0	5	0	2	13	0	5	0	8	10	0	6	0	7	0	0	0	0	0	1	27	0	0	3	0	0	3	28	22	13	0	0	77	11	0	0	0	0	0
OTU_6583	0	0	0	1	0	0	0	0	11	0	0	49	0	16	0	0	0	0	0	0	25	0	0	9	0	0	26	0	0	0	9	1	0	0	0	0	0	0	0	0	1	10	7	0	0	0	0	0	0	20	14	0	1	1	0	0	2	545	58	0	0	13	39	0	11	1	0	0	408	0	0	336	9	220	0	1	2	314	6	6	0	1	10	0	0	0	26	0	5	0	0	0	287	0	33	1	25	43	0	129	0	341	0	0	0	0	0	0	463	397	0	120	0	0	0	0	36	0	0	0	10	15	0	0	0	0	0
OTU_6807	0	0	0	1	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	1	0	0	0	0	0	0	0	1	0	0	8	1	0	0	0	0	0	0	1	4	1	0	0	0	0	0	88	9	0	0	2	0	0	3	0	0	0	20	0	0	43	0	1	0	0	0	236	1	10	0	0	6	0	0	0	17	0	1	0	0	0	9	0	25	0	14	9	0	7	0	17	0	0	0	0	0	0	16	25	0	6	0	0	0	12	27	0	0	0	0	2	0	0	0	0	0
OTU_7830	0	0	0	5	0	0	0	0	37	0	1	6	0	0	0	0	0	0	0	0	15	0	0	14	0	0	108	0	0	0	24	6	0	0	0	0	0	0	106	0	0	95	15	0	0	0	0	0	0	14	256	0	0	0	0	0	2	759	25	0	0	114	131	0	8	3	0	0	58	0	0	53	3	37	0	0	0	481	2	5	0	0	7	0	0	0	36	7	4	0	0	0	68	0	67	0	28	1	0	6	0	10	0	0	0	0	0	0	7	530	0	5	0	0	0	6	7	1	0	0	5	103	0	0	0	0	0
OTU_1166	0	0	0	2	0	0	0	0	6	0	0	114	0	3	0	0	0	0	0	0	13	0	0	5	0	0	5	0	1	0	1	0	0	0	6	0	0	0	3	0	8	5	2	0	0	0	0	1	0	14	1	0	0	0	0	0	1	1375	14	0	0	2	6	0	5	1	0	0	422	0	0	315	7	11	0	1	1	501	6	6	1	3	3	0	0	1	1	0	4	0	0	0	15	0	14	1	16	5	0	45	0	99	0	0	0	0	0	0	13	372	0	36	0	0	0	6	7	3	0	0	3	0	0	0	0	0	0
OTU_6563	0	0	0	1	0	0	0	0	10	0	78	144	0	5	0	0	0	0	0	0	5	0	0	52	0	0	4	0	0	0	138	6	0	0	0	1	2	0	7	0	0	4	63	0	0	0	0	0	0	0	3	1	0	0	0	0	0	2269	8	0	0	27	51	0	3	8	0	0	235	0	0	94	12	45	0	131	0	810	1	27	0	0	12	0	0	13	13	0	8	0	0	0	61	0	8	2	6	84	0	99	0	329	0	7	0	3	0	0	150	25249	0	301	0	0	0	0	7	0	0	1	90	9	0	0	0	0	0
OTU_6888	0	0	0	1	0	0	0	0	32	0	0	149	0	6	0	0	0	0	0	0	39	0	0	1	0	1	31	0	3	0	7	9	0	0	0	0	0	0	4	0	5	33	1	0	0	0	0	0	0	16	30	6	0	0	0	0	0	299	109	0	0	13	25	0	149	0	0	0	145	0	0	2922	1	33	0	0	8	686	4	40	1	0	240	0	5	0	284	5	1	0	0	0	72	0	32	0	28	166	0	322	0	931	0	0	0	0	0	0	270	185	0	182	0	0	0	2	294	0	0	0	8	14	0	0	0	0	0
OTU_12553	0	0	0	3	114	0	0	0	224	0	0	8	0	3	0	0	1	0	0	0	0	0	0	2	0	0	6	0	0	0	389	0	1	21	0	0	0	0	1	0	0	13	13	0	23	0	0	0	0	0	3	0	0	0	1	0	109	0	34	19	0	170	10	1	120	1	2	0	7	1	0	139	1	53	0	5	6	15	1	91	1	0	4	64	0	0	62	0	0	102	0	0	317	0	0	204	14	48	54	32	0	32	0	5	519	0	0	0	52	147	0	172	1	0	13	0	48	0	3	4	0	277	0	1	0	0	0
OTU_2578	0	0	0	1	7	0	27	2	0	1	0	0	3	131	0	9	21	0	0	1	530	0	0	0	5	0	0	0	0	0	0	0	190	15	0	0	0	4	0	215	0	0	0	0	36	5	0	0	0	372	0	0	0	0	8	1006	4	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	41	0	0	12	0	0	0	0	0	12	0	0	0	0	283	1	0	0	25	0	0	0	0	11	142	4	1	0	0	0	0	0	87	0	0	0	0	0	0	100	0	0	0	0	1	0	0
OTU_792	0	0	0	1	1	0	2	5	137	3	488	803	0	16	0	0	0	4	3	0	102	0	0	145	0	25	40	0	0	0	46	43	0	0	0	0	1	0	36	0	0	76	96	0	2	0	0	1	7	75	23	2	0	1	0	0	6	4004	283	0	0	72	61	8	153	169	0	20	933	5	0	6862	1667	113	0	126	24	994	28	342	1	0	163	0	0	23	1348	0	62	0	0	1	247	12	101	0	53	353	0	440	0	1580	0	27	0	0	0	0	271	3500	0	714	2	0	0	1971	869	85	5	0	380	14	0	0	0	0	0
OTU_12834	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	554	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	5	0	3	0	1	5	0	0	0	3	0	0	0	0	3	1	0	0	2	0	3	1	1	0	0	0	0	0
OTU_1540	0	0	0	4	0	0	0	0	611	0	315	41	0	0	0	0	0	2	0	0	6	0	0	28	0	550	12	0	0	0	38	596	0	0	0	0	0	0	28	0	0	1	1244	0	0	0	1	0	0	2	2	0	93	0	0	0	0	54	12	0	0	50	44	0	77	3303	0	0	6	5	0	195	6	7	0	6518	0	3	1	15	0	0	8	0	0	124	69	0	439	0	0	0	12	0	0	0	14	16	0	42	0	32	0	9	0	0	0	0	33	53	0	247	0	0	0	22	8	2697	0	0	306	1062	0	0	0	0	0
OTU_5994	0	0	0	2	1	0	0	0	5	0	3	23	0	0	0	7	0	1	0	0	1	0	0	3	1	0	1	2	0	0	31	1	0	0	0	0	0	0	4	0	3	5	9	0	0	0	0	0	0	0	8	0	0	0	0	0	1	1617	10	0	0	25	20	7	0	18	0	8	17	0	0	19	3	32	0	2	6	1018	1	7	0	0	3	0	0	2	7	0	2	1	0	0	68	2	9	2	4	19	0	4	0	21	0	0	0	5	4	0	129	2800	0	9	0	0	0	3	4	20	0	0	10	23	0	0	0	0	0
OTU_10057	0	0	0	1	23	0	2	1	0	0	0	0	2	1	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	166	2	0	0	0	0	0	121	0	0	0	0	0	30	0	0	0	0	0	0	1	0	0	0	41	0	0	159	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	50	0	0	1	0	0	0	0	0	0	0	2	0	0	0	10	26	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	36	0	2	0	0	0	0	59	0	0	0	0	0	0	1
OTU_3947	0	0	0	1	1	0	2	0	6	0	1	2	0	0	0	0	0	0	0	0	1	1	0	23	0	2	13	0	0	0	18	43	0	0	0	0	0	1	1	0	3	13	17	0	0	0	0	0	0	27	1	1	1	0	0	0	1	48	6	0	0	0	2	0	9	3	0	0	82	3	0	30	53	6	0	4	0	28	8	147	0	0	2	0	0	0	6	0	1	0	0	13	23	0	146	0	70	5	1	23	0	2	0	0	0	0	0	0	2	86	0	10	0	0	0	21	31	13	0	0	22	3	0	0	0	0	0
OTU_3219	0	0	0	1	4	0	0	0	924	0	505	338	0	21	0	0	0	0	0	0	38	0	0	90	3	7	771	0	0	1	475	57	0	0	0	0	0	0	546	0	0	171	886	0	0	0	0	0	0	18	655	1	0	5	0	0	1	973	347	0	0	751	884	0	116	222	0	0	88	3	0	1761	140	417	0	94	1	201	8	284	0	1	283	0	0	55	733	0	538	10	0	0	1081	0	116	3	65	169	0	458	0	1364	0	9	0	0	0	0	747	1900	0	855	0	0	0	274	268	142	1	0	1374	354	0	0	0	0	0
OTU_8144	0	0	0	1	0	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0	1	0	0	5	0	0	6	0	0	0	5	0	0	0	0	0	0	0	5	0	0	4	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	149	3	0	0	19	30	0	0	0	0	0	9	0	0	1	0	6	0	0	0	122	1	0	0	0	0	0	0	0	4	1	0	0	0	0	13	0	6	0	1	0	0	0	0	1	0	0	0	0	0	0	0	110	0	1	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0
OTU_5368	0	0	0	1	0	0	0	0	0	325	0	0	0	8	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	4	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	2	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8277	0	0	0	1	1	0	3	0	2	1	0	15	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	16	0	311	125	0	0	0	0	0	298	0	0	4	0	3	0	0	0	0	0	8	4	0	0	0	0	5	0	2	0	0	1	6	0	0	1	1	0	38	0	0	6	0	4	0	0	0	0	0	4	220	0	2	1	0	0	0	0	0	3	0	0	4	0	10	1	1	0	2	1	0	0	1	0	6	0	2	0	1	1	0	10	309	0	0	0	1	0	0	0	0	2	0	0	1	0	0
OTU_5739	0	0	0	2	2	0	0	0	5	2	0	253	0	10	0	0	0	0	0	0	23	0	0	21	0	0	7	0	2	0	2	0	0	0	14	0	0	0	4	0	24	7	4	0	0	0	0	0	0	32	11	0	1	0	0	0	4	2985	32	0	0	6	15	0	12	1	0	0	918	0	0	625	15	37	0	3	6	1200	8	10	0	5	9	0	0	1	11	0	7	0	0	0	44	0	39	3	27	13	0	102	0	218	0	0	0	0	0	0	35	887	0	90	0	0	0	6	25	3	0	0	8	5	0	0	0	0	0
OTU_2661	0	0	0	1	3	0	0	1	8	7	0	22	0	3	0	0	0	0	0	0	40	0	0	43	0	6	35	0	3	0	11	194	0	0	0	0	0	0	41	0	0	62	42	0	0	0	0	0	0	14	46	2	0	1	0	0	4	2621	55	0	0	10	15	0	66	11	0	0	179	2	0	535	161	19	0	1	1	1212	7	74	0	0	241	0	0	2	162	1	25	0	0	1	49	0	240	2	60	18	0	32	0	79	0	0	0	0	0	0	32	2156	0	19	0	0	2	38	124	6	0	0	55	4	0	0	0	0	0
OTU_10235	0	0	0	1	0	0	0	0	2	0	2	8	0	0	0	0	0	0	0	0	17	0	0	59	0	1	2	0	0	0	4	2	0	0	0	0	0	0	7	0	0	1	8	0	0	0	0	0	0	4	0	2	1	0	0	0	1	428	7	0	0	7	3	0	2	1	0	0	225	0	0	12	15	9	0	0	0	398	0	1	0	0	1	0	0	0	6	0	3	0	0	0	20	0	23	0	3	3	0	2	0	7	0	0	0	0	0	0	1	347	0	4	0	0	0	1	3	3	0	0	8	0	0	0	0	0	0
OTU_5634	0	0	0	1	7	0	0	0	51	0	4	119	0	0	0	0	0	0	0	0	23	0	0	39	0	7	209	0	0	0	63	24	0	0	0	0	0	0	133	0	0	192	106	0	0	0	0	0	7	11	167	0	0	0	0	0	9	0	366	0	0	116	559	0	54	9	0	0	394	0	0	1133	249	120	0	0	13	0	3	85	0	0	53	0	1	0	205	0	67	0	0	5	417	0	106	3	67	84	0	81	0	631	0	2	0	0	0	0	115	0	0	72	0	0	0	19	166	8	0	0	81	71	0	0	0	0	0
OTU_7020	0	0	0	1	155	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	26	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	197	0	0	0	0	0	0	0	0	40	0	0	5	0	0	0	0	0	0	0	0	0	1	0	4	8	0	86	0	0	0	0	0	0	0	0	0	0	0	502	0	0	101	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
OTU_11137	0	0	0	2	0	0	0	0	1	0	14	3	0	0	0	0	0	0	0	0	4	0	0	277	0	23	24	0	0	0	3	90	0	0	0	0	0	0	0	0	0	20	40	0	0	0	0	1	0	6	7	0	0	0	0	0	0	0	3	0	0	15	1	0	2	4	0	0	98	0	0	18	616	39	0	1	0	0	3	2	0	0	11	0	0	1	65	0	26	0	0	0	94	0	8	0	9	19	0	49	0	11	0	0	0	0	0	0	50	0	0	0	0	0	0	176	22	358	0	0	285	9	0	0	0	0	0
OTU_8908	0	0	0	3	12	1	0	6	5	0	2	0	0	1	1	0	0	0	4	0	1104	0	0	154	1	0	9	106	0	0	2	21	10	0	0	0	0	0	1	4	0	12	73	28	1	0	6	0	0	22	43	0	0	0	28	0	55	0	3	47	0	4	3	762	2	120	0	951	63	31	0	14	1914	6	0	4	110	0	8	0	0	0	623	0	0	0	11	0	6	5	0	84	13	0	29	13	141	51	0	14	0	3	0	0	5	20	0	0	22	0	11	4	0	0	0	506	174	655	0	0	148	5	0	15	0	0	0
OTU_11664	0	0	0	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	59	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	0	0	0	5	0	0	1	0	0	0	0	0	1	0	2	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_5219	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0	0	20	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	7	0	3	0	7	10	5	0	0	16	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	3	0	1	5	1	8	0	2	0	1	0	0	0	3	0	0	6	0	2	0	1	0	0	3	1	3	0	0	30	0	0	2	0	0	0
OTU_575	0	0	0	3	4	0	0	0	214	1	19	53	0	5	0	0	0	0	0	0	95	0	0	71	0	11	78	0	0	0	55	17	0	0	0	2	0	0	123	0	5	82	291	0	0	2	0	0	0	45	220	3	0	1	0	0	8	3197	194	0	0	23	46	0	20	31	0	0	383	4	0	513	213	38	0	17	8	2922	12	42	0	0	40	0	1	1	113	0	96	0	0	0	68	0	257	2	46	28	2	36	0	63	0	4	0	0	0	0	18	2286	0	52	0	0	0	149	42	32	0	0	106	54	0	0	0	0	0
OTU_8758	0	0	0	2	0	0	6	4	0	280	0	0	0	7	861	0	4	0	0	0	236	0	1	0	733	0	0	0	7	0	0	0	17	23	0	1	0	0	0	18	0	0	0	0	0	6	0	0	5	346	0	0	86	0	41	147	0	0	0	8	0	0	0	36	0	0	0	78	1	0	0	0	0	0	0	0	12	0	107	0	1	0	0	1	3418	1	0	3	0	1	0	23	0	3	13	0	44	0	1	0	0	0	0	0	10	20	4	0	0	0	181	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0
